Replaced Class,Modularized Accuracy
0,0.9283618183932101
1,0.7833461225438902
2,0.8091756772468318
3,0.8108266480641786
4,0.7927543308917567
5,0.7998372282292757
6,0.7961120799906988
7,0.792796186489943
8,0.797297988605976
9,0.7962422974072783
10,0.7940983606557377
11,0.7956609696546914
12,0.7951680037204976
