Replaced Class,Modularized Accuracy
0,0.9284920358097896
1,0.8477432856644577
2,0.9203627485176142
3,0.8954261132426462
4,0.9046110917335194
5,0.9164004185559819
6,0.9116567840948727
7,0.9117497965352866
8,0.9232042785722591
9,0.9242785722590396
10,0.9189396581792815
11,0.9249715149401232
12,0.9247715381932333
