Replaced Class,Modularized Accuracy
0,0.8249476382506487
1,0.8177498515114571
2,0.8149207540091906
3,0.8140089822543166
4,0.8145716756801817
5,0.8140115873164734
6,0.8138969645815749
7,0.8139829316327487
