Replaced Class,Modularized Accuracy
0,0.9048888888888889
1,0.9057777777777778
2,0.9017777777777778
3,0.898
4,0.906
5,0.9046666666666666
6,0.908
7,0.9066666666666666
8,0.9051111111111111
9,0.9031111111111111
