Replaced Class,Modularized Accuracy
0,0.9633441703919056
1,0.9583685016724499
2,0.902216386882991
3,0.9527181218543874
4,0.9524445903279253
5,0.9589494305334125
6,0.9595772505131972
7,0.9586967395042045
