Class 1,Class 2,Modularized Accuracy,Trained Model Accuracy
1,0,0.9833889453068331,0.9910779051211374
1,1,0.9957202959524155,0.9962280574495865
1,2,0.9828811838096619,0.9941244741041636
1,3,0.9854199912955172,0.9931814884665603
1,4,0.9834614826635717,0.9915856666183084
1,5,0.9808501378209779,0.9900623821267953
1,6,0.9707674452342957,0.9854925286522559
1,7,0.9886841723487596,0.992746264326128
1,8,0.9839692441607428,0.9842593935876977
1,9,0.9815029740316263,0.9845495430146526
2,0,0.9866960676221977,0.994119808893789
2,1,0.9940463065049614,0.9966923925027563
2,2,0.9806688717383315,0.9921352443954429
2,3,0.98257993384785,0.9914737228959941
2,4,0.9747886806321205,0.9904446894524072
2,5,0.9778022785740537,0.9927967658948916
2,6,0.9692760014700478,0.990885703785373
2,7,0.9847115031238515,0.9918412348401323
2,8,0.9830944505696435,0.9866225652333701
2,9,0.9786108048511577,0.9905181918412348
3,0,0.9968936277390648,0.9959701116614894
3,1,0.9990764839224247,0.995886155654437
3,2,0.9965578037108556,0.9957182436403325
3,3,0.9967257157249602,0.9915204432877173
3,4,0.9941230795063387,0.9921920913441357
3,5,0.9968096717320124,0.9916043992947695
3,6,0.9949626395768617,0.9948786835698095
3,7,0.9970615397531694,0.9946268155486525
3,8,0.9942909915204433,0.9854756107799513
3,9,0.9967257157249602,0.9966417597179078
4,0,0.9901571403902607,0.9955966154377482
4,1,0.9946468658262821,0.9968053876705232
4,2,0.9772060093248144,0.9964600241754447
4,3,0.9827318252460715,0.9940424797098947
4,4,0.9683992402003109,0.9914522534968054
4,5,0.978501122431359,0.9920566396131929
4,6,0.9683128993265412,0.9933517527197375
4,7,0.9836815748575376,0.9948195475738214
4,8,0.9829045069936108,0.9944741840787429
4,9,0.9802279399067518,0.9932654118459678
5,0,0.9815312290127602,0.9947112155809268
5,1,0.9869879113498993,0.9979852249832102
5,2,0.9447615849563465,0.9851410342511753
5,3,0.9545836131631967,0.9910174613834788
5,4,0.9116017461383479,0.9934519811954332
5,5,0.9506380120886501,0.9894224311618536
5,6,0.852165883143049,0.9919408999328408
5,7,0.948875083948959,0.9928643384822028
5,8,0.9520651443922096,0.9950470114170584
5,9,0.9456010745466756,0.9871558092679651
6,0,0.9873476494486361,0.9925710969239698
6,1,0.9930354033662218,0.9972141613464887
6,2,0.9663377829367382,0.9904817179338363
6,3,0.9720255368543238,0.9897852582704585
6,4,0.946604759141033,0.9905977945443993
6,5,0.971445153801509,0.9892048752176437
6,6,0.9343006384213581,0.9881601857225769
6,7,0.9717933836331979,0.9964016250725479
6,8,0.9683110853163087,0.9907138711549622
6,9,0.9716773070226349,0.9888566453859547
7,0,0.9843815367452238,0.9967926370101798
7,1,0.9887045042532422,0.9983265932227026
7,2,0.9503555989401757,0.9931669223260354
7,3,0.9603960396039604,0.9933063728908103
7,4,0.9210709803374704,0.9952586807976572
7,5,0.9622088969460326,0.9926091200669362
7,6,0.8901129549574676,0.9959559336215311
7,7,0.9545391158834193,0.994700878538558
7,8,0.9552363687072932,0.9940036257146841
7,9,0.9502161483754009,0.9960953841863059
8,0,0.9860160233066279,0.9956300072833212
8,1,0.9921340131099782,0.9967953386744356
8,2,0.9650400582665696,0.9949016751638747
8,3,0.962272396212673,0.9940276766205389
8,4,0.9456664238892936,0.9951930080116533
8,5,0.9673707210487983,0.9924253459577568
8,6,0.8741442097596503,0.9937363437727604
8,7,0.9673707210487983,0.9943190094683175
8,8,0.9525127458120903,0.9979606700655499
8,9,0.9501820830298616,0.9914056809905317
9,0,0.9869725840948863,0.9970834143496013
9,1,0.9922224382656037,0.9990278047832004
9,2,0.9546957028971418,0.9928057553956835
9,3,0.9714174606260937,0.9965000972195217
9,4,0.918724479875559,0.9972778533929613
9,5,0.9679175578456154,0.9943612677425627
9,6,0.8881975500680537,0.9951390239160023
9,7,0.9613066303713785,0.9949445848726425
9,8,0.9710285825393739,0.9970834143496013
9,9,0.9698619482792145,0.997861170523041
10,0,0.9820175438596491,0.9951754385964913
10,1,0.9916666666666667,0.9956140350877193
10,2,0.9524122807017544,0.993859649122807
10,3,0.9548245614035088,0.9918859649122806
10,4,0.9296052631578947,0.993421052631579
10,5,0.950219298245614,0.9953947368421052
10,6,0.8839912280701754,0.9949561403508772
10,7,0.9570175438596491,0.993421052631579
10,8,0.9506578947368421,0.9975877192982456
10,9,0.9451754385964912,0.9956140350877193
11,0,0.9593047901653243,0.9949130987706656
11,1,0.976685036032217,0.9974565493853328
11,2,0.9084357778719796,0.9970326409495549
11,3,0.9190334887664264,0.9940652818991098
11,4,0.874099194573972,0.996608732513777
11,5,0.9114031369224248,0.9923696481559983
11,6,0.8143281051292921,0.9936413734633319
11,7,0.913946587537092,0.9944891903348877
11,8,0.890631623569309,0.993217465027554
11,9,0.8851208139041967,0.9919457397202205
12,0,0.9629629629629629,0.9925925925925926
12,1,0.9907407407407407,0.9925925925925926
12,2,0.9462962962962963,0.9851851851851852
12,3,0.9333333333333333,0.975925925925926
12,4,0.9407407407407408,0.9833333333333333
12,5,0.95,0.9851851851851852
12,6,0.9092592592592592,0.9814814814814815
12,7,0.9444444444444444,0.9962962962962963
12,8,0.9574074074074074,0.9907407407407407
12,9,0.9425925925925925,0.9925925925925926
